what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389537755553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1389537758507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537758788
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537762477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1389537765524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537767227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537775703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1389537775719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1389537775719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537776844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537965020
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537965551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537975381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389537976694
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389538625518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389538625834
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389579540928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389579546675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389579803677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389579803974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389579805173
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389579805646
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389579806244
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389579818037
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389579818106
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389579828165
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389579828210
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389579835896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1389579835900
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389579840450
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389585348447
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389585348900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389585837149
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389585843462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389585849131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389585852327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389585852828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587676478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587676995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587695843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587696334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587797337
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389587797376
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587799034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587907802
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1389587909251
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389587909828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389587912577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389588545064
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389588545742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389588547563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389588548814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389588704631
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389588705344
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389588712787
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389588712845
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389588736762
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389591898738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389591900336
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594596648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594600597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594603519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594604285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594605726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594606500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594634128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389594634676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596302378
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389596305767
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389596305768
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389596325164
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389596325348
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389596325546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389596325744
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389596330832
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389596332727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1389596332731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389596343554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389596345447
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389596358128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1389596361978
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596363954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596379949
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1389596379965
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1389596379965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596381566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596637970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596639675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596641224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389596641540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389597033520
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389597034098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389597041240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389597041286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389597041302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389597043865
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389597056023
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389597068165
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389597068212
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389597101108
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389597101155
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1389597106671
