what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929481455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929539205
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1396929540415
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396929542061
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1396929544029
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929547963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929667869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929668652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929669841
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929670665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929673424
started,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1396929673923
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1396929674086
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ExpressionView",1396929674328
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1396929674508
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1396929674707
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1396929675665
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1396929675820
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929679331
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929680023
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929680437
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929681338
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929682023
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929682829
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929685962
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929686495
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929687853
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929688267
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929688769
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929689765
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929694169
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929695496
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929695805
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929696027
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929696256
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1396929696438
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396929696651
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396929696876
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929698237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929711611
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1396929713032
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1396929715965
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396929717428
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396929718305
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396929718306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1396929739633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929750135
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929772118
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1396929772470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929798989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929800726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929800769
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929801546
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1396929802961
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929803895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929808302
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1396929809691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929810719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929812634
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1396929813752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929814740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929822697
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929825458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929826236
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1396929827127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929827939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929836918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929910665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929911338
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1396929912103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929913629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929916183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929923058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396929928258
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1396930005086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930007092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930018125
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1396930019618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930020802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930299553
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1396930302245
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396930302873
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1396930304557
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1396930305548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930308580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930320579
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1396930320602
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1396930320602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930322833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930419730
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1396930420345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930421613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930644594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396930645177
